PubChemID,Name,SMILE,Class,class.
5281042,Mivacurium,O(CCC[N+]1([C@@H](c2c(CC1)cc(OC)c(OC)c2)Cc1cc(OC)c(OC)c(OC)c1)C)C(=O)CC/C=C/CCC(=O)OCCC[N+]1([C@@H](c2c(CC1)cc(OC)c(OC)c2)Cc1cc(OC)c(OC)c(OC)c1)C,negative,0
5281071,Olopatadine,O1c2c(/C(=C\CCN(C)C)/c3c(C1)cccc3)cc(cc2)CC(=O)O,negative,0
5281075,Carboprost,O[C@@H]1[C@@H]([C@H]([C@H](O)C1)/C=C/[C@@](O)(CCCCC)C)C/C=C\CCCC(=O)O,negative,0
5281104,Paricalcitol,OC([C@H](/C=C/[C@H]([C@@H]1[C@@]2([C@@H](CC1)/C(=C/C=C\1/C[C@@H](O)C[C@H](O)C1)/CCC2)C)C)C)(C)C,negative,0
5281107,Doxercalciferol,O[C@@H]1C/C(=C/C=C\2/[C@H]3[C@@]([C@H](CC3)[C@H](C)/C=C/[C@@H](C(C)C)C)(CCC2)C)/C(=C)[C@@H](O)C1,negative,0
5282188,Miokamycin,O([C@H]1[C@H](N(C)C)[C@@H](O)[C@@H](O[C@@H]1C)O[C@H]1[C@H](C[C@H]([C@@H](OC(=O)C)/C=C/C=C/C[C@H](OC(=O)C[C@@H](OC(=O)CC)[C@@H]1OC)C)C)CC=O)[C@@H]1O[C@H]([C@H](OC(=O)CC)[C@](OC(=O)C)(C1)C)C,negative,0
5282226,Travoprost,FC(F)(F)c1cc(OC[C@H](O)/C=C/[C@@H]2[C@H]([C@@H](O)C[C@H]2O)C/C=C\CCCC(=O)OC(C)C)ccc1,negative,0
5282411,Epoprostenol,O1[C@H]2[C@H]([C@H]([C@H](O)C2)/C=C/[C@@H](O)CCCCC)C/C/1=C/CCCC(=O)O,negative,0
5282443,Triprolidine,N1(CCCC1)C/C=C(\c1ccc(cc1)C)/c1ncccc1,negative,0
5282593,Homatropine,O([C@H]1C[C@@H]2N([C@@H](CC2)C1)C)C(=O)[C@H](O)c1ccccc1,negative,0
5283731,Calcifediol,OC(CCC[C@H]([C@@H]1[C@@]2([C@@H](CC1)/C(=C/C=C\1/C[C@@H](O)CCC1=C)/CCC2)C)C)(C)C,negative,0
5284549,Dorzolamide,S1(=O)(=O)[C@@H](C[C@@H](NCC)c2c1sc(S(=O)(=O)N)c2)C,negative,0
5284570,Hydromorphone,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(O)cc3)CCC2=O,negative,0
5284592,Nabilone,O1C([C@H]2[C@@H](CC(=O)CC2)c2c1cc(C(CCCCCC)(C)C)cc2O)(C)C,negative,0
5284596,Naloxone,O1[C@@H]2[C@]34[C@](O)([C@H](N(CC3)CC=C)Cc3c4c1c(O)cc3)CCC2=O,negative,0
5284603,Oxycodone,O1[C@@H]2[C@]34[C@](O)([C@H](N(CC3)C)Cc3c4c1c(OC)cc3)CCC2=O,negative,0
5284604,Oxymorphone,O1[C@@H]2[C@]34[C@](O)([C@H](N(CC3)C)Cc3c4c1c(O)cc3)CCC2=O,negative,0
5288783,Calcipotriene,O[C@@H](C1CC1)/C=C/[C@H]([C@@H]1[C@@]2([C@@H](CC1)/C(=C/C=C\1/C[C@@H](O)C[C@H](O)C1=C)/CCC2)C)C,negative,0
5311000,Alclometasone,Cl[C@H]1[C@H]2[C@H]3[C@@]([C@](O)([C@@H](C3)C)C(=O)CO)(C[C@H](O)[C@@H]2[C@@]2(C(=CC(=O)C=C2)C1)C)C,negative,0
5311017,Benzphetamine,N([C@@H](Cc1ccccc1)C)(Cc1ccccc1)C,negative,0
5311051,Clobetasol,ClCC(=O)[C@]1(OC(=O)CC)[C@@]2([C@H]([C@H]3[C@](F)([C@@H](O)C2)[C@@]2(C(=CC(=O)C=C2)CC3)C)C[C@@H]1C)C,negative,0
5311052,Clocortolone,Cl[C@@]12[C@H]([C@H]3[C@@]([C@H]([C@@H](C3)C)C(=O)CO)(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@]21C,negative,0
5311065,Desmopressin,S1SCCC(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N)C1)CC(=O)N)CCC(=O)N)Cc1ccccc1)Cc1ccc(O)cc1,negative,0
5311066,Desonide,O1[C@]2([C@@]3([C@H]([C@H]4[C@H]([C@@H](O)C3)[C@@]3(C(=CC(=O)C=C3)CC4)C)C[C@H]2OC1(C)C)C)C(=O)CO,negative,0
5311067,Desoximetasone,F[C@@]12[C@H]([C@H]3[C@@]([C@H]([C@@H](C3)C)C(=O)CO)(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@]21C,negative,0
5311068,Dexmedetomidine,[nH]1c([C@@H](c2c(c(ccc2)C)C)C)cnc1,negative,0
5311101,Fluticasone,S(C(=O)[C@]1(O)[C@@]2([C@H]([C@H]3[C@](F)([C@@H](O)C2)[C@@]2(C(=CC(=O)C=C2)[C@@H](F)C3)C)C[C@H]1C)C)CF,negative,0
5311128,Goserelin,O=C(N1[C@@H](CCC1)C(=O)NNC(=O)N)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)COC(C)(C)C)CC(C)C)CCCN=C(N)N,negative,0
5311167,Halobetasol,ClCC(=O)[C@]1(OC(=O)CC)[C@]2([C@@H]([C@H]3[C@](F)([C@H](O)C2)[C@@]2(C(=CC(=O)C=C2)[C@@H](F)C3)C)C[C@@H]1C)C,negative,0
5311221,Latanoprost,O[C@H]1[C@@H]([C@H]([C@@H](O)C1)C/C=C\CCCC(=O)OC(C)C)CC[C@@H](O)CCc1ccccc1,negative,0
5311236,Unoprostone,O[C@H]1[C@@H]([C@H]([C@@H](O)C1)C/C=C/CCCC(=O)O)CCC(=O)CCCCCCC,negative,0
5311304,Nalbuphine,O1[C@@H]2[C@]34[C@](O)([C@H](N(CC3)CC3CCC3)Cc3c4c1c(O)cc3)CC[C@@H]2O,negative,0
5311399,Rapacuronium,O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](OC(=O)C)[C@@H](N3CCCCC3)C4)C)CC2)C[C@@H]1[N+]1(CCCCC1)CC=C)C)C(=O)CC,negative,0
5311412,Rimexolone,O[C@@H]1[C@H]2[C@H]([C@H]3[C@@]([C@@]([C@@H](C3)C)(C)C(=O)CC)(C1)C)CCC1=CC(=O)C=C[C@]21C,negative,0
5311498,Cyanocobalamin,P(=O)(O[C@H]1[C@@H](O)[C@H](O[C@@H]1CO)n1cnc2c1cc(c(c2)C)C)(O[C@@H](CNC(=O)CC[C@]1(/C/2=C(/C3=N/C(=C\C4=N/C(=C(\C5=N[C@](C(=N2)[C@@H]1CC(=O)N)([C@@]([C@@H]5CCC(=O)N)(CC(=O)N)C)C)/C)/[C@@]([C@H]4CCC(=O)N)(CC(=O)N)C)/C([C@H]3CCC(=O)N)(C)C)\C)C)C)O,negative,0
5353853,Oxiconazole,Clc1c(/C(=N/OCc2c(Cl)cc(Cl)cc2)/Cn2ccnc2)ccc(Cl)c1,negative,0
5359272,Levorphanol,Oc1cc2[C@]34[C@H]([C@@H](N(CC3)C)Cc2cc1)CCCC4,negative,0
5360696,Dextromethorphan,O(c1cc2[C@@]34[C@@H]([C@H](N(CC3)C)Cc2cc1)CCCC4)C,negative,0
5361092,Butorphanol,O[C@@]12[C@@]3(CCN([C@H]1Cc1c3cc(O)cc1)CC1CCC1)CCCC2,negative,0
5361918,Methylnaltrexone,O[C@@]12[C@]34CC[N+]([C@@H]1Cc1c4c(O[C@H]3C(=O)CC2)c(O)cc1)(CC1CC1)C,negative,0
5447130,Nitrofurazone,o1c(ccc1N(=O)=O)/C=N/NC(=O)N,negative,0
5484727,Trandolapril,O=C(N1[C@@H]2[C@@H](C[C@H]1C(=O)O)CCCC2)[C@@H](N[C@@H](CCc1ccccc1)C(=O)OCC)C,negative,0
5487427,Tiotropium,s1c([C@@](O)(C(=O)O[C@H]2C[C@@H]3[N+]([C@@H]([C@@H]4O[C@H]34)C2)(C)C)c2sccc2)ccc1,negative,0
6326947,Technetium tc 99m tetrofosmin,P(CCP(CCOCC)CCOCC)(CCOCC)CCOCC,negative,0
6433272,Nystatin,O1[C@@]2(O)C[C@@H](O)[C@H]([C@H]1C[C@H](O[C@H]1O[C@@H]([C@@H](O)[C@H](N)[C@@H]1O)C)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@@H]([C@@H](O)[C@H]([C@@H](OC(=O)C[C@@H](O)C[C@@H](O)C[C@@H](O)CC[C@@H](O)[C@@H](O)C2)C)C)C)C(=O)O,negative,0
6445540,Ixabepilone,s1cc(nc1C)/C=C(/[C@H]1NC(=O)C[C@H](O)C(C(=O)[C@@H]([C@@H](O)[C@H](CCC[C@]2(O[C@H]2C1)C)C)C)(C)C)\C,negative,0
6479523,Azlocillin,S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCNC1=O)c1ccccc1,negative,0
6509979,Pimecrolimus,Cl[C@@H]1[C@H](OC)C[C@@H](CC1)/C=C(/[C@H]1OC(=O)[C@H]2N(C(=O)C(=O)[C@@]3(O[C@@H]([C@@H](OC)C[C@H]3C)[C@@H](OC)C[C@H](C/C(=C/[C@H](C(=O)C[C@H](O)[C@H]1C)CC)/C)C)O)CCCC2)\C,negative,0
6526396,Cefpodoxime proxetil,S1[C@H]2N(C(=O)[C@H]2NC(=O)/C(=N\OC)/c2nc(sc2)N)C(=C(C1)COC)C(=O)O[C@@H](OC(=O)OC(C)C)C,negative,0
6714002,Prednicarbate,O([C@]1([C@@]2([C@H]([C@H]3[C@H]([C@@H](O)C2)[C@@]2(C(=CC(=O)C=C2)CC3)C)CC1)C)C(=O)COC(=O)CC)C(=O)OCC,negative,0
6918027,Samarium sm 153 lexidronam,P(=O)(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,negative,0
6918140,Treprostinil,O[C@@H]1[C@H]([C@H]2[C@@H](C1)Cc1c(C2)cccc1OCC(=O)O)CC[C@H](O)CCCCC,negative,0
6918155,Ciclesonide,O1[C@]2([C@@]3([C@H]([C@H]4[C@H]([C@@H](O)C3)[C@@]3(C(=CC(=O)C=C3)CC4)C)C[C@H]2O[C@H]1C1CCCCC1)C)C(=O)COC(=O)C(C)C,negative,0
6918296,Dutasteride,FC(F)(F)c1c(NC(=O)[C@@H]2[C@@]3([C@H]([C@H]4[C@@H]([C@@]5([C@H](NC(=O)C=C5)CC4)C)CC3)CC2)C)cc(cc1)C(F)(F)F,negative,0
6918462,Retapamulin,S([C@H]1C[C@@H]2N([C@H](C1)CC2)C)CC(=O)O[C@H]1[C@@]2([C@H]3[C@@]([C@H]([C@H](O)[C@](C1)(C)C=C)C)(CC[C@H]2C)CCC3=O)C,negative,0
6918558,Fesoterodine,O(c1c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)cc(cc1)CO)C(=O)C(C)C,negative,0
6957673,Bentiromide,O=C(Nc1ccc(cc1)C(=O)O)[C@@H](NC(=O)c1ccccc1)Cc1ccc(O)cc1,negative,0
9552079,Chlorhexidine,Clc1ccc(N/C(=N/C(=N/CCCCCC/N=C(/N=C(/Nc2ccc(Cl)cc2)\N)\N)/N)/N)cc1,negative,0
9568614,Esomeprazole,[S@@](=O)(Cc1ncc(c(OC)c1C)C)c1[nH]c2c(n1)ccc(OC)c2,negative,0
9833444,Sincalide,S(CC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)Cc1ccc(OS(=O)(=O)O)cc1)CCSC)Cc1c2c([nH]c1)cccc2)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N)C,negative,0
9853654,Pentagastrin,S(CC[C@H](NC(=O)[C@@H](NC(=O)CCNC(=O)OCC(C)C)Cc1c2c([nH]c1)cccc2)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N)C,negative,0
9865442,Loteprednol,ClCOC(=O)[C@]1(O)[C@@]2([C@H]([C@H]3[C@H]([C@@H](O)C2)[C@@]2(C(=CC(=O)C=C2)CC3)C)CC1)C,negative,0
11597698,Lisdexamfetamine,O=C(N[C@H](Cc1ccccc1)C)[C@@H](N)CCCCN,negative,0
11967809,Indocyanine green,S(=O)(=O)(O)CCCC[N+]1=C(C(c2c1ccc1c2cccc1)(C)C)/C=C/C=C/C=C/C=C/1\N(c2c(C1(C)C)c1c(cc2)cccc1)CCCCS(=O)(=O)O,negative,0
16129620,Sermorelin,S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](N)Cc1ccc(O)cc1)C)CC(=O)O)C)[C@@H](CC)C)Cc1ccccc1)[C@H](O)C)CC(=O)N)CO)Cc1ccc(O)cc1)CCCNC(=N)N)CCCCN)C(C)C)CC(C)C)CCC(=O)N)CC(C)C)CO)C)CCCNC(=N)N)CCCCN)CC(C)C)CC(C)C)CCC(=O)N)CC(=O)O)[C@@H](CC)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)C,negative,0
16129675,Ceruletide,S(=O)(=O)(Oc1ccc(C[C@H](N)C(=O)N[C@@H]([C@H](O)C)C(=O)NCC(=O)N[C@@H](Cc2c3c([nH]c2)cccc3)C(=O)N[C@H](CCCC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N)cc1)O,negative,0
16129704,Bivalirudin,O=C(N1[C@@H](CCC1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(=O)[C@H]1N(CCC1)C(=O)[C@H](N)Cc1ccccc1)CCCNC(=N)N)CC(=O)N)CC(=O)O)Cc1ccccc1)CCC(=O)O)CCC(=O)O)[C@H](CC)C,negative,0
16130957,Ganirelix,Clc1ccc(C[C@H](NC(=O)[C@H](NC(=O)C)Cc2cc3c(cc2)cccc3)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@H](C)C(=O)N)CCCCN=C(NCC)NCC)CC(C)C)CCCCN=C(NCC)NCC)Cc2ccc(O)cc2)CO)Cc2cccnc2)cc1,negative,0
16132265,Corticotropin,S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CO)Cc1ccc(O)cc1)CO)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)Cc1ccccc1)C)CCC(=O)O)C)CO)CCC(=O)O)CC(=O)O)Cc1ccc(O)cc1)CCCNC(=N)N)CCCNC(=N)N)CCCCN)CCCCN)CCCCN)Cc1c2c([nH]c1)cccc2)CCCNC(=N)N)Cc1ccccc1)Cc1[nH]cnc1)CCC(=O)O)C,negative,0
16133850,Teriparatide,S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)CO)CCC(=O)O)[C@H](CC)C)CCC(=O)N)CC(C)C)C(=O)N[C@@H](Cc1nc[nH]c1)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1nc[nH]c1)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)CC(=O)O)CCC(=O)O)CCCNC(=N)N)CCC(=O)O)CCSC)CO)CC(=O)N)Cc1nc[nH]c1)CC(=O)N)C,negative,0
23662354,Mesna,S(=O)(=O)(O)CCS,negative,0
25074470,Triptorelin,O=C(N1[C@@H](CCC1)C(=O)NCC(=O)N)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)Cc1c2c([nH]c1)cccc2)CC(C)C)CCCN=C(N)N,negative,0
25077405,Nafarelin,O=C(N1[C@@H](CCC1)C(=O)NCC(=O)N)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)Cc1cc2c(cc1)cccc2)CC(C)C)CCCN=C(N)N,negative,0
25077993,Histrelin,O=C(N1[C@@H](CCC1)C(=O)NCC)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)Cc1ncn(c1)Cc1ccccc1)CC(C)C)CCCN=C(N)N,negative,0
45357193,Hydroxocobalamin,P(=O)(O[C@@H](CNC(=O)CC[C@@]1([C@H]([C@H]2[N-]/C/1=C(\C1=N/C(=C\C3=N/C(=C(\C4=N[C@@]2([C@]([C@@H]4CCC(=O)N)(CC(=O)N)C)C)/C)/[C@]([C@@H]3CCC(=O)N)(CC(=O)N)C)/C([C@@H]1CCC(=O)N)(C)C)/C)CC(=O)N)C)C)(O[C@H]1[C@@H](O)[C@H](O[C@@H]1CO)n1c2c(nc1)cc(c(c2)C)C)O,negative,0
49800004,Polymyxin b,O=C1N[C@@H](CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@H](O)C)C(=O)NCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCC[C@@H](CC)C)CCN)[C@H](O)C)CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H](C(=O)N[C@H]1CC(C)C)Cc1ccccc1,negative,0
54676038,Dicumarol,o1c(O)c(Cc2c(=O)c3c(oc2O)cccc3)c(=O)c2c1cccc2,negative,0
54680692,Phenprocoumon,o1c(O)c([C@H](CC)c2ccccc2)c(=O)c2c1cccc2,negative,0
56603655,Pegaptanib,P(=O)(OCCCCCNC(=O)[C@@H](NC(=O)OCCOC)CCCCNC(=O)OCCOC)(O)C,negative,0
70691388,Pramlintide,SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)CS)CC(=O)N)[C@H](O)C)C)[C@H](O)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1[C@@H](CCC1)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@@H](CCC1)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N)CC(C)C)[C@H](CC)C)Cc1ccccc1)CC(=O)N)CC(=O)N)CO)CO)Cc1[nH]cnc1)C(C)C)CC(C)C)Cc1ccccc1)CC(=O)N)C)CCC(=O)N)[C@H](O)C)C,negative,0
70695641,Cholestyramine,Clc1ccc(C(=O)c2ccc(OC(C(=O)NCCS(=O)(=O)O)(C)C)cc2)cc1,negative,0
75409771,Urofollitropin,S1SC[C@H](N)C(=O)N[C@@H](C(=O)N[C@@H]([C@@H](CC)C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)C1)CC(=O)N)[C@H](O)C)Cc1ccc(O)cc1,negative,0
91820602,Hyaluronidase,o1c(CNc2ncnc3nc[nH]c23)ccc1,negative,0
135398559,Levoleucovorin,O=c1nc([nH]c2NC[C@@H](N(c12)C=O)CNc1ccc(cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O)N,negative,0
135398654,Sapropterin,O[C@H]([C@@H]1Nc2c(NC1)[nH]c(nc2=O)N)[C@@H](O)C,negative,0
135398658,Folic acid,OC(=O)[C@@H](NC(=O)c1ccc(NCc2nc3c([nH]c(nc3=O)N)nc2)cc1)CCC(=O)O,negative,0
135398747,Pralidoxime,O=N/C=c\1/n(cccc1)C,negative,0
135398748,Penciclovir,OCC(CCn1c2[nH]c(nc(=O)c2nc1)N)CO,negative,0
135403648,Leucovorin,O=c1nc([nH]c2NC[C@H](N(c12)C=O)CNc1ccc(cc1)C(=O)N[C@H](CCC(=O)O)C(=O)O)N,negative,0
135409400,Anagrelide,Clc1c2CN3C(=NC(=O)C3)Nc2ccc1Cl,negative,0
135413535,Valganciclovir,O([C@@H](COC(=O)[C@@H](N)C(C)C)CO)Cn1c2[nH]c(nc(=O)c2nc1)N,negative,0
9433,aminophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,negative,0
8230,Argipressin,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,negative,0
439542,bacitracin,CCC(C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCC[C@@H](C(=O)N[C@@H](C(=O)N1)CCCN)NC(=O)[C@H](C(C)CC)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)C2CN=C(S2)[C@H](C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4,negative,0
6832,benztropine,CN1[C@@H]2CC[C@@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,negative,0
119212,benzylpenicilloyl polylysine,CC1(C(NC(S1)C(C(=O)NCCCCCC(=O)O)NC(=O)CC2=CC=CC=C2)C(=O)O)C,negative,0
2391,bisacodyl,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,negative,0
54746,cabergoline,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C,negative,0
6116,calcium acetate,CC(=O)[O-].CC(=O)[O-].[Ca+2],negative,0
5284525,carboprost tromethamine,CCCCC[C@@](C)(/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C/CCCC(=O)O)O)O)O,negative,0
62886,cisatracurium besylate,C[N@@+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],negative,0
5284371,codeine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,negative,0
